id,area_sqft,bedrooms,bathrooms,age_years,basement,garage_spaces,lot_size_sqft,floors,neighborhood,year_sold,month_sold,sale_price
2203,1950,4,3,2,0,3,7360,1,East,2023,5,512000
2204,1397,3,1,34,1,1,3579,1,South,2022,5,210000
2205,2697,5,2,2,1,1,9706,2,North,2022,6,627000
2206,3732,5,4,1,0,3,21573,3,North,2021,2,862000
2207,1040,1,1,43,1,3,5802,1,South,2022,9,194000
2208,2659,5,5,22,0,1,13075,2,East,2022,8,649000
2209,979,2,1,6,1,0,5759,1,West,2021,5,163000
2210,3803,6,3,3,1,0,18869,3,South,2022,6,779000
2211,3365,5,1,24,1,1,15967,2,East,2021,8,684000
2212,3308,5,3,17,1,2,6843,1,South,2023,6,566000
2213,1003,2,1,50,0,2,3777,1,West,2023,4,154000
2214,4020,6,6,49,1,2,11759,1,Central,2022,12,893000
2215,3290,4,2,25,1,2,8974,3,West,2022,11,557000
2216,2153,4,3,12,1,3,12483,2,North,2022,8,506000
2217,3356,5,4,15,0,0,12145,3,East,2023,5,771000
2218,1439,2,1,29,1,2,3728,1,West,2022,7,221000
2219,2539,5,5,2,1,3,10326,1,East,2022,2,765000
2220,1577,2,2,5,1,1,5334,1,Central,2021,8,341000
2221,2845,4,3,2,0,3,10080,1,North,2023,6,625000
2222,2498,4,3,2,1,2,5152,1,South,2022,8,427000
2223,1532,2,1,3,0,0,6870,1,South,2021,4,203000
2224,1034,2,2,15,1,1,4842,1,West,2022,10,222000
2225,1511,3,2,36,1,2,7481,1,East,2021,2,268000
2226,1986,3,2,15,1,2,7351,1,North,2022,3,402000
2227,1758,2,2,5,1,2,4367,1,South,2021,7,357000
2228,1767,3,3,2,1,1,6776,1,East,2021,2,463000
2229,1085,2,1,19,1,2,3556,1,Central,2021,10,208000
2230,1539,3,3,4,0,1,6673,2,South,2022,3,280000
2231,3329,4,2,24,1,1,17845,2,North,2023,5,666000
2232,1069,1,1,49,1,1,6231,1,East,2022,4,222000
2233,4239,5,1,2,0,2,24511,3,South,2022,7,746000
2234,2949,4,2,3,1,0,11115,2,East,2022,3,661000
2235,1645,2,2,14,0,1,5118,1,East,2021,7,339000
2236,2021,4,2,48,1,1,9195,2,West,2021,2,287000
2237,2874,4,1,35,1,1,12112,1,Central,2023,2,623000
2238,1592,2,1,43,1,1,7747,2,South,2021,8,246000
2239,1143,2,1,5,1,2,4984,1,Central,2022,7,275000
2240,1354,3,3,50,0,2,7291,1,Central,2021,3,211000
2241,3126,4,2,2,1,2,13167,3,South,2023,5,600000
2242,1191,1,1,2,0,2,5576,1,North,2022,2,259000
2243,2371,3,2,41,1,0,14057,1,Central,2022,8,349000
2244,4267,6,5,45,1,3,19991,2,West,2021,3,657000
2245,3303,5,3,2,1,1,10624,2,South,2022,8,573000
2246,2060,3,1,2,0,2,8197,2,East,2023,2,507000
2247,1139,1,1,1,1,3,5521,1,East,2021,9,299000
2248,3047,4,3,2,1,2,15415,2,North,2022,7,650000
2249,1845,4,2,3,1,1,8787,1,West,2022,2,362000
2250,1216,3,1,48,0,1,6354,1,West,2022,5,169000
2251,1380,2,1,28,1,0,4772,1,Central,2021,2,270000
2252,4426,6,3,35,0,2,21982,1,East,2022,4,935000
2253,2456,3,1,35,1,2,8239,2,East,2022,10,460000
2254,2699,4,3,18,1,2,12163,1,West,2022,1,490000
2255,2877,4,2,36,0,0,7387,2,South,2022,12,455000
2256,2295,3,1,23,0,3,9378,1,West,2022,9,330000
2257,2185,4,3,5,1,2,11977,1,West,2022,7,360000
2258,2052,4,2,20,1,1,11865,1,Central,2023,2,474000
2259,2073,4,2,18,0,1,4421,2,West,2022,2,337000
2260,2388,3,2,38,1,2,9107,1,West,2023,5,314000
2261,2789,5,5,49,1,2,13367,1,North,2023,6,567000
2262,2397,3,1,10,1,1,5024,2,Central,2023,4,500000
2263,2892,5,2,34,0,0,6733,1,South,2021,9,356000
2264,2115,4,1,2,0,2,5836,2,Central,2021,10,447000
2265,2141,4,1,35,1,1,4671,1,East,2023,4,426000
2266,2029,4,1,7,1,1,8976,1,North,2021,10,384000
2267,1766,3,3,1,1,3,6699,1,Central,2022,8,468000
2268,3337,4,3,6,1,2,7539,3,West,2021,3,520000
2269,1104,1,1,24,1,2,2775,1,West,2021,5,192000
2270,2421,3,2,2,0,2,5875,1,North,2022,7,389000
2271,1519,2,1,45,1,2,5396,1,Central,2021,12,237000
2272,1742,2,1,2,1,2,5172,2,East,2021,3,436000
2273,2494,4,2,46,1,3,9476,2,East,2021,2,502000
2274,1857,3,2,30,1,1,3922,2,Central,2021,4,389000
2275,3554,5,1,5,1,1,20346,1,West,2021,12,560000
2276,2257,4,2,8,1,0,8879,2,North,2021,9,441000
2277,2993,5,4,33,0,2,17291,1,East,2022,11,621000
2278,2496,3,1,23,1,2,14345,1,West,2021,6,338000
2279,1981,3,2,28,1,1,5740,1,Central,2022,3,407000
2280,1467,3,2,8,1,1,6273,1,South,2023,3,338000
2281,1005,2,1,15,1,1,5283,1,West,2021,6,186000
2282,2329,4,1,50,1,1,11839,2,West,2021,11,296000
2283,2467,4,4,3,1,3,6035,2,North,2021,12,518000
2284,1428,2,2,10,1,2,8445,1,North,2023,6,320000
2285,1027,1,1,4,1,0,5032,1,East,2022,4,292000
2286,1191,2,1,34,1,1,3194,1,West,2021,8,133000
2287,3586,5,5,34,1,0,8383,3,East,2021,1,920000
2288,2382,3,1,4,1,2,9272,1,Central,2023,1,479000
2289,1765,3,2,2,1,2,6914,2,West,2021,4,371000
2290,1179,1,1,1,1,3,2369,1,West,2022,6,238000
2291,2061,4,4,11,0,2,11429,1,North,2023,2,440000
2292,1425,3,1,10,1,2,6774,1,North,2021,2,298000
2293,1050,1,1,50,1,3,4478,1,West,2022,6,180000
2294,2451,3,2,14,0,2,13028,2,West,2022,5,348000
2295,1347,2,1,4,0,1,5545,1,East,2021,5,265000
2296,993,1,1,43,0,2,4093,1,East,2021,12,143000
2297,1127,1,1,15,1,2,2404,1,West,2022,5,191000
2298,1361,2,1,23,1,2,5766,1,North,2021,11,260000
2299,1257,2,2,2,0,1,5950,1,West,2021,6,207000
2300,1628,3,2,8,1,1,6524,1,East,2023,5,461000
2301,2925,5,1,47,0,1,17289,1,West,2021,8,382000
2302,1655,2,1,22,1,0,6123,1,East,2021,1,320000
2303,2006,3,2,5,1,3,11501,2,West,2021,5,423000
2304,1414,2,2,25,1,2,5745,1,South,2021,6,255000
2305,3883,5,2,44,1,2,9686,3,South,2022,10,689000
2306,1842,3,3,4,1,2,6948,1,South,2023,1,413000
2307,1295,2,1,16,1,2,3620,1,West,2022,5,222000
2308,1684,3,1,48,0,3,6026,1,East,2023,4,380000
2309,1283,2,1,3,1,1,4290,1,North,2021,7,314000
2310,1830,3,2,31,1,2,6688,2,Central,2022,5,407000
2311,1629,2,2,24,1,1,9345,1,East,2022,12,388000
2312,2827,5,2,28,1,3,11023,1,North,2023,5,595000
2313,1702,3,3,6,0,3,5932,1,West,2022,1,321000
2314,3360,4,3,5,1,3,19273,1,West,2021,6,509000
2315,4232,6,6,29,1,0,18013,3,East,2021,4,966000
2316,1565,2,2,3,0,1,5940,2,West,2022,12,266000
2317,1243,2,1,10,1,1,3696,1,North,2021,12,255000
2318,2411,4,3,3,1,2,13636,1,South,2023,5,445000
2319,1750,2,1,1,1,2,9035,2,North,2021,6,360000
2320,1741,3,2,48,0,1,5505,2,South,2022,5,258000
2321,3540,6,2,11,1,2,18562,3,East,2023,3,1019000
2322,2794,4,2,48,1,1,9147,2,East,2023,1,666000
2323,2450,4,3,2,0,3,12201,2,East,2022,11,548000
2324,2084,4,3,22,1,1,9493,2,East,2021,5,486000
2325,3213,5,5,3,1,1,17842,1,South,2021,9,551000
2326,4352,5,1,36,1,2,17084,1,North,2021,3,801000
2327,2643,4,3,36,1,2,12252,1,South,2023,6,466000
2328,1380,2,1,2,1,0,4712,1,South,2021,5,245000
2329,2060,3,2,44,0,3,4218,2,West,2022,12,309000
2330,1530,2,1,3,1,2,3299,2,Central,2021,9,357000
2331,905,1,1,24,1,3,2998,1,West,2021,8,215000
2332,981,1,1,50,0,3,5199,1,West,2021,10,100000
2333,1620,3,2,42,1,2,8091,1,South,2021,3,295000
2334,1863,3,2,47,1,3,8577,1,West,2023,1,323000
2335,1120,1,1,5,1,3,5543,1,West,2022,1,246000
2336,2456,3,2,2,1,3,10296,2,North,2022,1,540000
2337,1754,3,2,3,1,3,3688,1,Central,2023,6,479000
2338,2162,4,1,16,0,3,8998,1,North,2021,8,389000
2339,1523,2,1,36,1,2,4996,1,East,2022,7,287000
2340,2141,4,2,3,1,1,7068,1,East,2021,6,448000
2341,2934,4,3,27,1,3,11120,1,Central,2022,3,647000
2342,1013,2,1,5,1,2,2881,1,Central,2022,4,310000
2343,1195,2,2,5,1,1,4705,1,Central,2022,3,303000
2344,1844,4,1,27,1,1,5841,2,East,2023,2,499000
2345,3809,5,4,14,0,2,13099,1,West,2022,1,623000
2346,1725,3,1,37,0,2,6711,2,North,2023,3,323000
2347,1649,3,2,3,0,0,4280,2,East,2022,8,469000
2348,1845,3,1,36,1,1,7574,2,Central,2022,3,406000
2349,2030,4,3,2,0,2,5301,2,East,2021,5,502000
2350,1554,3,1,3,1,1,8958,2,North,2022,4,343000
2351,2413,3,1,27,0,2,4984,1,South,2022,3,328000
2352,4138,5,2,40,1,2,13014,2,East,2022,4,906000
2353,2069,3,2,4,1,2,7198,1,South,2021,4,363000
2354,2565,5,1,5,1,1,13227,1,South,2022,11,485000
2355,2614,4,3,18,1,0,12914,1,South,2022,8,474000
2356,1411,3,1,3,0,2,8106,1,South,2022,6,288000
2357,4112,5,4,37,1,2,13207,3,North,2022,12,840000
2358,1448,3,3,35,0,1,4313,1,Central,2021,10,253000
2359,1617,2,1,2,1,1,5860,1,West,2022,2,305000
2360,1547,3,1,13,1,3,3179,2,West,2021,1,308000
2361,1427,3,1,35,1,3,6684,1,West,2021,12,212000
2362,2189,4,2,5,1,2,8126,1,South,2021,7,401000
2363,1147,1,1,25,1,0,5416,1,Central,2022,12,208000
2364,2336,3,2,2,1,1,5742,1,Central,2021,11,413000
2365,1748,2,1,23,1,1,5896,1,North,2022,2,313000
2366,1198,2,2,3,1,1,4153,1,North,2023,1,305000
2367,1339,2,1,39,1,2,4726,1,West,2021,12,141000
2368,1602,2,1,6,0,2,6002,1,South,2022,10,334000
2369,2230,4,4,4,1,1,6520,2,Central,2022,3,515000
2370,2862,4,1,39,1,3,8981,2,West,2021,10,448000
2371,1847,4,2,2,0,2,8899,2,South,2023,2,425000
2372,3085,4,3,9,1,2,11605,3,East,2023,2,771000
2373,2027,4,1,7,1,3,9359,2,West,2021,3,450000
2374,1792,3,1,4,1,2,3906,1,North,2022,9,471000
2375,2281,4,2,44,1,3,4940,1,Central,2022,1,452000
2376,1584,2,1,33,1,1,8422,1,North,2023,3,254000
2377,1688,2,1,2,0,1,5642,2,Central,2022,7,429000
2378,3037,5,1,31,0,2,9728,3,North,2021,8,534000
2379,1970,3,1,18,1,2,11417,2,West,2021,9,352000
2380,2570,4,1,44,1,1,10832,2,North,2022,12,464000
2381,3477,5,2,5,1,2,8870,2,East,2022,10,752000
2382,3039,4,3,21,1,0,13690,3,West,2022,7,519000
2383,4058,6,1,16,0,2,8491,3,North,2022,3,863000
2384,2120,3,3,15,1,2,11652,2,East,2023,3,494000
2385,2406,3,2,13,0,2,10304,2,South,2022,10,387000
2386,2120,3,3,3,0,2,10021,1,East,2022,9,480000
2387,2168,4,4,34,1,3,12373,2,East,2022,6,512000
2388,1621,3,3,13,0,1,5734,2,West,2022,5,301000
2389,2900,4,4,48,1,3,12840,2,North,2021,4,581000
2390,2495,4,3,4,0,0,8061,1,North,2022,3,449000
2391,2082,4,3,29,0,2,6179,1,East,2022,12,430000
2392,944,2,1,46,1,2,3538,1,Central,2021,10,221000
2393,2251,3,1,27,1,3,7637,2,Central,2023,2,474000
2394,1296,2,1,42,0,2,6200,1,East,2022,2,219000
2395,2883,4,2,39,1,3,16094,2,Central,2023,3,668000
2396,1860,4,4,6,1,0,9853,2,Central,2021,6,483000
2397,916,2,1,23,1,3,5296,1,South,2022,9,212000
2398,1265,2,1,3,0,1,7186,1,North,2021,5,224000
2399,2408,4,3,18,1,0,6985,2,South,2022,8,434000
2400,1670,3,2,3,1,1,7718,1,South,2021,4,330000
2401,1954,4,2,33,0,2,5558,1,West,2023,2,303000
2402,1146,1,1,18,0,2,3289,1,East,2022,5,246000
2403,2351,4,4,10,1,1,7456,2,East,2022,5,563000
2404,2273,3,1,4,0,1,5819,2,North,2023,2,482000
2405,2244,3,3,50,1,2,5966,2,West,2021,7,297000
2406,1707,2,1,2,0,3,5891,1,East,2022,2,480000
2407,2391,3,2,1,1,2,12157,2,East,2023,2,545000
2408,1495,3,1,3,1,2,8469,1,Central,2021,1,325000
2409,4253,6,3,48,0,2,10160,3,South,2021,11,695000
2410,2375,3,2,49,1,2,5114,1,South,2021,9,278000
2411,1941,4,1,27,1,3,9546,2,West,2023,2,388000
2412,1036,1,1,42,0,2,3048,1,Central,2023,4,190000
2413,1646,3,2,3,1,2,3717,2,North,2022,9,410000
2414,1260,3,2,49,1,3,6366,1,West,2021,1,152000
2415,2160,3,3,2,1,3,6884,2,Central,2022,7,515000
2416,3847,6,4,2,0,1,17585,1,East,2021,3,946000
2417,2434,4,4,2,1,2,6659,2,South,2021,3,425000
2418,1558,3,2,21,1,2,4812,2,West,2023,3,318000
2419,1079,2,1,35,1,2,4903,1,South,2021,1,181000
2420,2451,4,1,7,1,2,12582,2,South,2021,1,409000
2421,1375,3,1,49,0,2,6218,1,Central,2021,2,182000
2422,1390,2,1,11,1,1,6728,1,East,2022,5,317000
2423,3147,5,5,3,1,1,11346,2,North,2023,5,698000
2424,1787,2,2,14,0,3,5345,2,South,2022,12,366000
2425,1038,2,1,28,0,2,4598,1,West,2022,4,138000
2426,3565,6,3,39,0,3,18116,3,East,2022,7,942000
2427,1368,3,1,13,1,3,6728,1,West,2021,8,231000
2428,3538,5,1,22,1,2,10753,2,West,2023,6,643000
2429,1901,3,2,4,1,3,5411,2,East,2021,4,476000
2430,2707,4,2,26,1,1,15236,2,Central,2023,5,609000
2431,1645,2,1,50,1,2,7962,1,Central,2022,6,322000
2432,3311,4,2,1,1,2,6862,2,North,2023,5,672000
2433,3705,5,2,43,0,2,17805,3,South,2021,6,668000
2434,942,1,1,20,0,1,5173,1,South,2023,1,201000
2435,3824,5,3,4,0,1,18726,2,North,2022,2,849000
2436,1918,4,4,47,1,1,10493,1,South,2021,7,309000
2437,2128,4,2,15,1,2,8884,2,East,2022,5,511000
2438,2008,3,2,5,1,3,9932,1,North,2022,10,473000
2439,2435,4,2,3,1,3,9699,2,North,2021,9,489000
2440,1456,2,2,3,1,1,3877,1,North,2021,3,336000
2441,2085,4,2,39,1,1,6806,2,North,2022,8,375000
2442,1860,4,2,24,1,0,5963,2,East,2022,7,423000
2443,2538,4,2,44,0,1,12054,2,South,2022,5,385000
2444,3272,5,2,3,1,3,11471,1,Central,2022,11,678000
2445,2263,3,1,2,1,3,11213,1,North,2023,2,445000
2446,1796,2,1,1,0,1,3957,1,Central,2021,2,368000
2447,1192,1,1,16,0,1,5147,1,North,2021,8,210000
2448,1265,3,1,50,1,1,7312,1,West,2021,7,146000
2449,948,2,1,29,1,1,2695,1,South,2021,7,137000
2450,2487,3,3,5,1,3,9926,2,Central,2021,11,504000
2451,1571,2,1,42,0,2,3229,1,North,2021,2,215000
2452,3840,6,2,35,1,2,16742,1,Central,2023,1,870000
2453,1880,3,2,1,1,2,11043,2,North,2022,6,442000
2454,1728,2,1,38,1,1,9590,2,South,2021,4,235000
2455,2419,3,1,5,1,1,14220,1,East,2022,10,472000
2456,1276,2,1,2,1,0,7447,1,West,2021,7,198000
2457,2048,4,3,3,0,2,11559,1,Central,2021,8,437000
2458,2010,3,1,14,1,3,4845,1,East,2022,10,479000
2459,2362,4,4,11,1,2,13164,1,West,2022,11,394000
2460,2051,3,2,4,1,0,5987,1,West,2021,6,315000
2461,4417,6,1,3,1,2,19906,2,East,2021,6,1014000
2462,3480,5,4,34,1,0,11053,3,West,2022,5,491000
2463,1996,4,3,50,1,1,8804,2,North,2023,6,434000
2464,1948,3,2,35,1,2,9189,2,East,2021,9,409000
2465,1792,3,2,4,1,2,7522,2,West,2022,10,382000
2466,1408,2,1,3,0,3,4870,1,East,2021,10,287000
2467,2309,4,4,3,1,2,5552,1,Central,2023,6,535000
2468,1409,2,2,2,1,1,4240,1,Central,2022,1,330000
2469,1977,3,1,19,1,1,6018,1,Central,2021,9,416000
2470,2417,4,3,23,1,1,8786,2,North,2022,11,449000
2471,1431,3,2,30,1,1,8559,1,South,2022,12,268000
2472,3774,6,4,28,1,1,13128,2,North,2021,12,823000
2473,4321,6,2,4,1,2,12645,2,Central,2023,1,1025000
2474,2585,5,2,5,1,1,6770,1,South,2021,10,458000
2475,2345,3,1,28,1,3,7965,2,South,2023,2,415000
2476,2935,4,3,5,1,2,10820,1,South,2021,10,468000
2477,980,2,1,3,0,1,2458,1,North,2022,5,238000
2478,2941,4,3,7,1,2,10616,2,South,2021,6,563000
2479,1516,3,1,4,1,2,6067,2,North,2022,3,389000
2480,3343,4,4,2,0,2,11963,1,South,2022,6,562000
2481,1084,2,1,39,1,0,5507,1,Central,2022,5,199000
2482,3059,5,1,40,1,3,8097,1,West,2022,12,458000
2483,3801,5,3,3,1,0,19094,2,West,2022,9,719000
2484,1228,3,3,2,0,3,6809,1,East,2023,5,375000
2485,1706,2,1,32,1,0,5832,1,Central,2021,6,331000
2486,3582,6,3,3,1,2,14301,1,Central,2021,10,889000
2487,1936,4,3,9,1,2,9645,2,Central,2021,10,497000
2488,3177,5,4,2,1,2,13780,1,North,2023,3,702000
2489,1903,4,3,3,1,0,6158,1,Central,2022,3,438000
2490,1914,3,1,36,1,1,5972,1,South,2023,4,325000
2491,1356,2,2,37,1,2,2913,1,South,2022,11,240000
2492,1517,3,2,3,0,3,3397,2,South,2023,1,362000
2493,3235,4,2,5,1,2,13769,1,West,2022,12,505000
2494,2037,4,4,2,1,1,8193,1,East,2022,4,534000
2495,1771,3,2,2,1,0,9093,2,North,2023,4,421000
2496,2307,3,1,50,1,2,5718,2,West,2021,3,279000
2497,2055,3,2,27,1,1,11538,1,East,2022,4,428000
2498,2860,5,5,19,1,0,13179,1,North,2021,11,598000
2499,3958,6,2,34,1,2,9333,1,East,2021,1,885000
2500,1644,2,2,39,1,2,5503,2,East,2022,2,409000
2501,3245,4,2,37,1,0,12928,1,North,2022,2,523000
2502,3391,4,1,1,0,1,19434,1,North,2022,7,589000
2503,1962,4,4,3,0,2,4212,2,Central,2022,2,496000
2504,4130,5,3,27,1,0,12848,2,Central,2022,4,851000
2505,1345,3,3,7,1,3,4748,1,North,2022,8,378000
2506,1181,1,1,49,1,1,6820,1,East,2023,3,235000
2507,3155,4,2,27,1,0,7350,1,South,2022,8,451000
2508,2411,4,4,47,1,2,12867,2,East,2023,2,494000
2509,3471,4,3,3,0,2,17632,2,East,2021,9,737000
2510,2559,5,5,41,1,1,9701,1,North,2021,5,539000
2511,976,2,1,5,1,2,5452,1,South,2023,6,251000
2512,3188,5,3,50,1,0,10622,2,North,2021,1,518000
2513,2253,4,1,3,1,2,12149,1,East,2022,11,517000
2514,2016,4,3,17,1,1,6148,1,Central,2023,3,478000
2515,1973,4,2,36,1,2,4772,2,Central,2022,1,440000
2516,4026,5,4,11,1,2,11036,1,Central,2021,5,893000
2517,1595,3,2,14,1,2,4856,1,Central,2021,8,342000
2518,1764,2,1,50,1,2,10362,1,North,2022,4,297000
2519,1632,3,2,11,0,2,7717,2,West,2022,3,302000
2520,2647,5,4,23,1,2,10590,2,South,2022,9,573000
2521,2470,3,1,2,1,1,11192,1,Central,2022,6,474000
2522,1522,2,1,40,0,1,6694,1,Central,2023,6,223000
2523,1594,3,2,26,0,2,8234,2,East,2021,6,315000
2524,2401,4,1,9,1,2,11894,1,East,2021,7,482000
2525,2949,4,1,1,1,1,9269,1,South,2022,4,508000
2526,935,2,1,22,0,3,5557,1,South,2022,1,203000
2527,1029,1,1,1,1,2,3115,1,Central,2021,3,253000
2528,3569,5,5,1,1,2,16558,1,Central,2023,4,963000
2529,1141,1,1,24,1,0,6112,1,North,2022,7,209000
2530,4298,6,2,3,1,1,22317,3,South,2021,5,746000
2531,2261,3,2,3,0,2,5557,2,North,2021,11,421000
2532,2876,4,4,26,1,0,8273,1,Central,2023,1,604000
2533,1270,3,3,2,1,2,6249,1,Central,2022,9,297000
2534,1292,3,2,5,1,3,4976,1,East,2023,5,389000
2535,3473,5,2,2,1,2,7564,3,West,2023,5,630000
2536,3081,4,3,21,1,2,13494,2,West,2021,7,479000
2537,2534,4,1,27,1,2,9985,2,South,2021,1,476000
2538,1519,2,1,31,1,0,5642,2,Central,2022,7,277000
2539,2658,5,1,4,1,3,5538,1,East,2022,5,690000
2540,3196,5,3,2,0,3,8812,2,North,2022,6,651000
2541,2061,3,1,2,1,2,8636,1,South,2023,5,375000
2542,3472,5,3,11,0,0,9615,1,West,2023,3,510000
2543,2880,5,4,47,1,1,8600,1,South,2022,5,479000
2544,1981,4,1,3,1,1,7069,2,West,2022,8,369000
2545,1354,2,1,4,1,2,4469,1,Central,2021,1,263000
2546,2382,4,3,2,1,1,6334,2,West,2022,9,428000
2547,978,2,1,23,1,2,5472,1,West,2021,3,161000
2548,2188,4,3,28,1,2,11524,1,East,2021,7,454000
2549,1741,2,1,26,1,0,8148,1,South,2022,5,239000
2550,1442,2,1,41,1,2,2898,1,East,2021,3,253000
2551,1976,3,1,15,1,1,10288,2,South,2021,6,338000
2552,1307,2,1,2,1,3,4084,1,Central,2021,3,271000
2553,2822,4,4,4,1,1,13273,1,Central,2021,6,665000
2554,4166,5,4,27,1,1,13514,3,North,2022,2,862000
2555,1185,2,1,24,1,0,3609,1,Central,2021,8,217000
2556,3756,5,4,18,1,3,18973,1,West,2021,11,657000
2557,1717,2,1,29,0,2,5290,1,Central,2023,3,357000
2558,926,1,1,25,1,2,4803,1,East,2023,1,279000
2559,1090,2,1,42,1,0,4078,1,West,2023,3,136000
2560,2112,4,3,22,1,2,5271,2,East,2022,7,501000
2561,3031,4,3,35,1,1,10333,1,North,2021,4,493000
2562,2897,5,5,3,1,3,9066,1,North,2022,1,669000
2563,1475,3,2,28,1,3,4870,1,North,2022,3,338000
2564,1020,2,1,44,1,2,3433,1,South,2022,5,145000
2565,1869,4,1,8,1,3,4383,2,South,2021,3,386000
2566,1166,2,2,35,1,1,3252,1,West,2021,2,121000
2567,1356,2,1,31,0,1,7144,1,West,2021,6,145000
2568,1119,2,1,2,0,1,4163,1,Central,2022,2,275000
2569,3127,4,4,22,0,0,8160,3,South,2021,6,505000
2570,3793,5,2,2,1,3,8925,3,Central,2021,6,938000
2571,2311,3,3,48,0,0,9552,1,West,2022,12,195000
2572,4439,5,5,37,1,3,25548,2,East,2021,11,953000
2573,2103,4,4,2,1,2,11466,1,West,2023,2,449000
2574,1805,3,2,2,1,1,6209,1,West,2023,5,374000
2575,1025,2,1,22,0,0,2346,1,North,2023,1,208000
2576,1739,2,1,5,1,0,3539,2,West,2021,4,295000
2577,4374,6,3,1,1,1,20418,2,West,2022,9,711000
2578,1676,2,1,19,1,2,5183,1,Central,2021,7,391000
2579,2063,4,4,8,1,2,5219,1,Central,2021,7,455000
2580,1777,2,2,2,1,2,10432,2,West,2021,11,349000
2581,1355,2,2,37,1,2,4672,1,West,2022,3,181000
2582,2590,4,1,45,1,1,6644,2,Central,2021,5,530000
2583,2430,3,2,34,0,1,9537,1,Central,2023,3,423000
2584,2299,3,2,38,1,3,4658,2,Central,2023,3,448000
2585,2466,3,3,3,1,1,8896,1,West,2022,6,397000
2586,1928,3,1,4,1,1,8029,1,North,2023,6,403000
2587,1583,3,2,3,1,2,7209,2,Central,2021,10,354000
2588,1956,3,2,34,1,3,7906,2,South,2021,10,341000
2589,966,2,1,47,0,3,2990,1,East,2021,8,210000
2590,3064,4,2,31,1,1,16874,3,East,2022,5,675000
2591,3056,4,2,42,1,2,17390,1,South,2022,11,476000
2592,2798,5,4,25,1,0,13398,2,South,2021,7,517000
2593,1908,3,3,8,1,3,7163,1,Central,2023,3,475000
2594,2472,3,2,11,0,1,9599,1,West,2022,7,295000
2595,1061,1,1,2,1,1,2764,1,East,2021,7,265000
2596,3229,4,2,1,0,3,8888,2,West,2023,6,569000
2597,1553,3,2,29,1,3,5012,1,Central,2022,5,312000
2598,1779,3,1,12,1,2,8484,1,South,2021,9,346000
2599,1270,3,2,19,1,1,3476,1,East,2021,1,288000
2600,1420,2,1,20,1,2,6351,1,East,2023,1,367000
2601,1830,3,1,4,1,3,7237,1,Central,2021,4,479000
2602,1024,2,2,14,1,2,5883,1,South,2023,6,286000
2603,2706,5,3,14,0,1,13349,2,Central,2021,6,574000
2604,2412,4,3,8,1,1,7218,1,South,2021,12,341000
2605,1042,1,1,38,1,3,3779,1,North,2023,6,240000
2606,1843,4,1,13,1,2,4853,2,North,2022,12,455000
2607,1405,2,1,23,1,2,4200,1,East,2021,5,295000
2608,926,2,1,43,1,1,2424,1,West,2021,3,106000
2609,2870,4,1,41,1,2,10440,1,East,2021,2,556000
2610,1467,3,3,43,0,3,5567,1,South,2021,9,228000
2611,3087,5,4,4,1,1,17483,3,East,2021,9,788000
2612,1277,3,1,1,1,2,4748,1,Central,2021,7,306000
2613,1378,3,3,4,1,1,4362,1,Central,2021,2,342000
2614,3323,5,4,4,0,1,18370,1,West,2022,7,555000
2615,2165,3,1,44,1,2,7237,1,Central,2021,3,354000
2616,1032,2,1,26,0,3,4155,1,East,2022,7,254000
2617,2227,3,2,2,1,2,8985,1,North,2021,6,442000
2618,988,1,1,2,0,1,2464,1,South,2022,5,191000
2619,2568,4,3,3,1,1,11654,2,South,2023,2,584000
2620,1917,3,1,25,0,3,6079,1,East,2022,10,404000
2621,2908,4,2,32,1,1,10292,1,Central,2021,5,560000
2622,3235,5,5,41,1,3,19015,2,Central,2021,6,630000
2623,2337,3,2,46,0,1,10658,1,South,2021,10,249000
2624,3991,6,1,3,0,3,15290,1,East,2022,5,943000
2625,2139,4,4,5,0,3,6795,1,West,2022,9,391000
2626,3921,6,5,3,1,0,18601,2,Central,2022,2,916000
2627,1319,2,1,6,1,2,7785,1,North,2022,11,322000
2628,2444,4,3,45,1,1,7718,1,East,2022,3,419000
2629,2189,3,2,21,1,1,9693,1,Central,2022,3,456000
2630,1676,3,3,32,0,2,4651,2,Central,2023,3,437000
2631,1729,3,2,15,1,2,3962,1,South,2022,11,357000
2632,3496,5,4,1,1,1,12824,2,North,2022,4,662000
2633,1224,3,1,2,1,2,4144,1,East,2022,6,336000
2634,1557,3,1,19,1,1,8624,2,Central,2021,7,296000
2635,2576,4,1,31,1,0,6769,2,South,2021,1,411000
2636,2061,3,2,3,1,2,11264,1,Central,2021,7,476000
2637,3978,5,4,31,1,2,19534,3,South,2021,4,723000
2638,3197,4,3,37,0,2,17704,3,West,2022,5,457000
2639,4030,6,2,10,1,2,14650,1,West,2021,6,641000
2640,2853,5,3,33,0,3,8680,2,South,2022,9,495000
2641,1031,2,1,9,1,2,5422,1,South,2023,2,277000
2642,1464,3,3,28,1,0,8572,1,East,2021,9,251000
2643,3156,4,3,34,0,2,6369,1,Central,2021,2,566000
2644,2202,4,4,50,0,2,10452,1,North,2022,9,366000
2645,1086,1,1,5,1,2,3170,1,West,2022,9,193000
2646,2387,4,3,10,0,2,10971,1,West,2021,8,315000
2647,4490,5,1,3,1,1,25100,1,East,2023,6,992000
2648,1733,2,1,3,0,1,7945,2,Central,2022,5,430000
